,artist,album,reviewauthor,score,releaseyear,reviewdate,recordlabel,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1257,The Simpsons,Testify,Joshua Love,5.3,2007,January 4 2008,Shout! Factory,Pop/R&B,0.519,0.867,8.0,-4.868,0.178,0.0223,0.0,0.0917,0.336,156.05100000000004
1258,Kurt Stenzel,Jodorowsky’s Dune OST,Saby Reyes-Kulkarni,8.0,2015,November 18 2015,Light in the Attic,Experimental,0.7985,0.701,5.0,-11.225,0.07125,0.004926,0.41079,0.06225,0.4195,124.992
1259,Jeremiah Jae,Raw Money Raps,Nate Patrin,6.8,2012,August 10 2012,Brainfeeder,Rap,0.400368421,0.7376315790000001,4.578947368,-6.883263157999999,0.187615789,0.228221211,0.106474794,0.428578947,0.4426526320000001,94.62721053
1260,Swan Island,The Centre Will Hold,John Motley,7.6,2006,November 3 2006,Holocene,Rock,0.393125,0.802625,6.625,-5.78275,0.0666375,0.1832,0.015141875,0.1189625,0.577625,150.4535
1261,Rosie Thomas,These Friends of Mine,Liz Colville,3.8,2007,April 9 2007,Nettwerk,Rock,0.6005,0.26225,6.25,-18.123625,0.0315625,0.935875,0.3932625,0.1183375,0.627875,101.749875
1262,The Flaming Lips,Fight Test EP,Chris Dahlen,6.5,2003,April 30 2003,Warner Bros.,Rock,0.453714286,0.751857143,5.1428571430000005,-5.096571429,0.040971429,0.198285714,0.1717798139999999,0.347828571,0.585857143,98.003
1263,How to destroy angels_,Welcome Oblivion,Grayson Currin,6.2,2013,March 6 2013,Columbia,Electronic,0.6429230770000001,0.503076923,6.615384615,-10.37707692,0.0865,0.353665385,0.648843077,0.138646154,0.341569231,138.6876154
1264,A Sunny Day in Glasgow,Ashes Grammar,Andrew Gaerig,8.3,2009,September 15 2009,Mis Ojos Discos,Rock,0.361765,0.5426,5.7,-10.95705,0.042465,0.283938945,0.68316044,0.290525,0.220405,111.6881
1265,Burna Boy,Outside,Claire Lobenfeld,7.7,2018,February 2 2018,Atlantic,Rap,0.7225,0.655083333,4.166666667,-6.649,0.161316667,0.3229,0.000572848,0.165908333,0.6825,130.5695
1266,Tapes 'n Tapes,Outside,Grayson Currin,5.5,2011,January 10 2011,Ibid,Experimental,0.7225,0.655083333,4.166666667,-6.649,0.161316667,0.3229,0.000572848,0.165908333,0.6825,130.5695
1267,CFCF,Outside,Zach Kelly,6.7,2013,October 21 2013,Paper Bag,Electronic,0.7225,0.655083333,4.166666667,-6.649,0.161316667,0.3229,0.000572848,0.165908333,0.6825,130.5695
1268,O'Death,Outside,Amanda Petrusich,7.9,2011,April 19 2011,Ernest Jenning,Rock,0.7225,0.655083333,4.166666667,-6.649,0.161316667,0.3229,0.000572848,0.165908333,0.6825,130.5695
1269,The Plastic Constellations,Mazatlan,Sam Ubl,8.5,2004,June 28 2004,2024,Rock,0.670583333,0.57325,4.833333333,-10.63116667,0.050625,0.420833333,0.102024042,0.206416667,0.932416667,124.82675
1270,Limblifter,In/Out,David Moore,6.7,2004,December 6 2004,Maple,Rock,0.858,0.632,11.0,-5.99,0.264,0.00829,0.0,0.0838,0.652,159.984
1271,Xiu Xiu,La Forêt,Brian Howe,7.9,2005,July 14 2005,5RC,Experimental,0.56,0.452,0.0,-10.503,0.0332,0.156,0.116,0.047,0.257,130.001
1272,Wax Idols,Discipline + Desire,Miles Raymer,6.8,2013,May 3 2013,Slumberland,Rock,0.4419,0.9058,4.7,-5.115,0.08197,0.0051912,0.05881995,0.31912,0.3914,144.563
1273,Juggaknots,Use Your Confusion,Nate Patrin,7.6,2006,February 15 2007,Amalgam Digital,Metal,0.313888889,0.439888889,5.0,-12.70966667,0.037355556,0.144450556,0.302842222,0.119533333,0.206111111,109.2673333
1274,Mas Ysa,Seraph,Ian Cohen,7.1,2015,July 21 2015,Downtown,Rock,0.496416667,0.539033333,3.833333333,-11.19683333,0.050041667,0.312701667,0.186265083,0.160133333,0.237475,122.3431667
1275,Matt Pond PA,Last Light,Adam Moerder,3.7,2007,October 5 2007,Altitude,Rock,0.737,0.12,1.0,-9.564,0.0435,0.911,0.905,0.0706,0.34,68.054
1276,The Radio Dept.,Passive Aggressive: Singles 2002-2010,Hari Ashurst,8.2,2011,February 25 2011,Labrador,Pop/R&B,0.41865,0.74845,6.25,-5.2193,0.043395,0.203916211,0.490790708,0.21822,0.46915,121.0146
1277,Mates of State,You're Going to Make It EP,Stephen M. Deusner,3.9,2015,June 15 2015,Barsuk,Rock,0.6034,0.723,3.6,-5.8370000000000015,0.03368,0.284926,0.001620392,0.1761,0.6464,129.9668
1278,Bob Mould,Patch the Sky,T. Cole Rachel,7.0,2016,April 5 2016,Merge,Rock,0.250566667,0.7665,6.666666667,-6.1871666670000005,0.049391667,0.029608333,0.207656767,0.311141667,0.412858333,147.9739167
1279,Le1f,Blue Dream EP,Cameron Cook,6.9,2018,May 5 2018,Self-released,Rap,0.803333333,0.7666666670000001,5.666666667,-10.104,0.084066667,0.006266333,0.883,0.066366667,0.5216666670000001,124.01233329999998
1280,Neneh Cherry,Blank Project,Miles Raymer,7.7,2014,February 24 2014,Smalltown Supersound,Pop/R&B,0.6414,0.4379,2.5,-11.2906,0.1367,0.357027,0.108633,0.14607,0.29138,113.4776
1281,RL Grime,High Beams EP,Puja Patel,6.8,2013,July 26 2013,Fool's Gold,Electronic,0.7285,0.778,6.0,-4.41625,0.14135,0.249325,0.0,0.113325,0.665,112.9865
1282,Big Ups,Eighteen Hours of Static,Paul Thompson,7.0,2014,January 17 2014,Tough Love,Rock,0.473909091,0.794636364,6.272727272999999,-4.771545455,0.1193,0.001863273,0.7129636359999999,0.228527273,0.407590909,130.0866364
1283,The Flaming Lips,Christmas on Mars,Stuart Berman,7.1,2008,December 12 2008,Warner Bros.,Rock,0.224666667,0.298041667,5.833333333,-15.443,0.039658333,0.6604416670000001,0.83825,0.126275,0.062016667,111.8455
1284,Magnolia Electric Co.,Fading Trails,Zach Baron,7.4,2006,September 13 2006,Secretly Canadian,Rock,0.452555556,0.311607778,4.666666667,-13.55666667,0.037033333,0.6283333329999999,0.029306622,0.144133333,0.373333333,125.5752222
1285,Radio Birdman,The Essential Radio Birdman (1974-1978),Joe Tangari,8.6,2001,July 17 2001,Sub Pop,Rock,0.369,0.93735,5.65,-5.16565,0.090025,0.002816067,0.237323212,0.23719,0.5577,126.998
1286,S.C.U.M.,Again Into Eyes,Eric Grandy,6.7,2011,September 21 2011,Mute,Rock,0.29073,0.7157,5.8,-6.973,0.04745,0.20175943,0.3854777,0.1689999999999999,0.12842,119.2212
1287,Hieroglyphics,Full Circle,Rollie Pemberton,7.2,2003,October 30 2003,Hieroglyphics,Rap,0.7509999999999999,0.547,1.0,-7.898,0.138,0.202,0.0,0.102,0.481,78.007
1288,Loretta Lynn,Full Circle,Winston Cook-Wilson,8.0,2016,March 3 2016,Legacy,Folk/Country,0.7509999999999999,0.547,1.0,-7.898,0.138,0.202,0.0,0.102,0.481,78.007
1289,HÆLOS,Full Circle,Cameron Cook,7.7,2016,March 17 2016,Matador,Rock,0.7509999999999999,0.547,1.0,-7.898,0.138,0.202,0.0,0.102,0.481,78.007
1290,Flesh World,The Wild Animals in My Life,Jenn Pelly,7.7,2015,July 8 2015,Iron Lung,Rock,0.256375,0.838,4.875,-6.2120000000000015,0.053925,0.007366184,0.56585285,0.2945,0.2156875,108.34625
1291,Can,Can — The Singles,Andy Beta,6.4,2017,June 17 2017,Mute,Experimental,0.6409999999999999,0.65655,6.5,-10.2984,0.04406,0.1352775,0.33136617,0.13097,0.728755,125.6686
1292,Daughn Gibson,All Hell,Hari Ashurst,8.1,2012,April 25 2012,White Denim,Folk/Country,0.3796,0.9685,7.2,-2.7054,0.1280099999999999,0.00201927,0.0,0.26826,0.19668,136.9845
1293,Rick Ross,Teflon Don,Ian Cohen,8.0,2010,August 3 2010,Maybach,Rap,0.563,0.818363636,6.272727272999999,-5.031454545,0.270072727,0.068283455,5.44e-07,0.240063636,0.428090909,150.4891818
1294,Haley Bonar,Impossible Dream,Evan Rytlewski,6.8,2016,August 4 2016,Gndwire,Folk/Country,0.4378181820000001,0.279954545,5.6363636360000005,-10.32572727,0.040290909,0.694481818,0.00362617,0.1183,0.213627273,107.03
1295,Spider Bags,Someday Everything Will Be Fine,Max Savage Levenson,7.0,2018,August 8 2018,Merge,Rock,0.2636,0.7837,5.3,-13.5464,0.06406,0.00352921,0.4040848,0.27162,0.3494,126.644
1296,Mario Diaz de Leon,The Soul Is the Arena,Seth Colter Walls,8.0,2015,July 23 2015,Denovali,Experimental,0.251333333,0.292,7.333333333,-14.48433333,0.0617,0.736,0.5206666670000001,0.168,0.059333333,91.53133333
1297,Foxygen,Seeing Other People,Ian Cohen,5.0,2019,April 27 2019,‎Jagjaguwar‎,Rock,0.542444444,0.7451111109999999,6.555555556,-7.9868888889999985,0.064666667,0.155958889,0.045774222,0.307444444,0.513222222,114.2478889
1298,Matt Pond PA,The Green Fury,Rob Mitchum,1.8,2002,February 13 2002,Polyvinyl,Rock,0.557923077,0.5154615379999999,4.307692308,-9.379615385,0.031730769,0.525692308,0.074972865,0.193923077,0.459,117.8644615
1299,Buddy,Harlan & Alondra,Briana Younger,7.4,2018,July 23 2018,RCA,Rap,0.725166667,0.6355,5.083333333,-6.897333333,0.157533333,0.16407725,0.000473148,0.2328,0.496,130.08383329999998
1300,Rachel Grimes,The Clearing,Brian Howe,5.7,2015,June 4 2015,Temporary Residence,Pop/R&B,0.498727273,0.406054545,5.818181817999999,-10.79154545,0.040090909,0.7206363640000001,0.074179827,0.134172727,0.244809091,111.333
1301,Locrian,The Clearing,Marc Masters,7.4,2011,November 2 2011,Fan Death,Metal,0.498727273,0.406054545,5.818181817999999,-10.79154545,0.040090909,0.7206363640000001,0.074179827,0.134172727,0.244809091,111.333
1302,Bowerbirds,The Clearing,Amanda Petrusich,7.9,2012,March 7 2012,Dead Oceans,Rock,0.498727273,0.406054545,5.818181817999999,-10.79154545,0.040090909,0.7206363640000001,0.074179827,0.134172727,0.244809091,111.333
1303,Your Old Droog,Packs,Matthew Ismael Ruiz,7.7,2017,March 16 2017,Fat Beats,Rap,0.663176471,0.573941176,6.470588235,-10.26476471,0.257335294,0.126242353,0.020719465,0.315652941,0.390070588,105.8638824
1304,Caribou,The Milk of Human Kindness,Mark Richardson,8.5,2005,April 20 2005,Leaf,Rock,0.553545455,0.6377181820000001,5.727272727000001,-12.63136364,0.057427273,0.336302664,0.602531818,0.167254545,0.4519,130.6687273
1305,The Coup,Sorry to Bother You,Jayson Greene,7.2,2012,November 1 2012,Anti-,Rap,0.736307692,0.7096923079999999,3.769230769,-6.277,0.117976923,0.081811538,0.016045201,0.184561538,0.617846154,113.7276923
1306,Deastro,Mind Altar EP,Zach Kelly,6.9,2010,August 3 2010,Ghostly,Electronic,0.336636364,0.8420000000000001,5.0,-5.590909091,0.090772727,0.147874422,0.556193636,0.358781818,0.249890909,120.756
1307,On Fillmore,Sleeps With Fishes,Matthew Murphy,7.7,2004,January 12 2005,Quakebasket,Rock,0.232733333,0.105826667,5.333333333,-26.24066667,0.037733333,0.623513333,0.8896,0.1234,0.0865799999999999,106.4830667
1308,Vetiver,Tight Knit,Matthew Murphy,7.2,2009,February 17 2009,Sub Pop,Rock,0.6117,0.4213,5.4,-10.0239,0.03194,0.6155,0.389873233,0.11769,0.5713600000000001,124.4681
1309,Billie Holiday,The Ultimate Collection,Mark Richardson,9.6,2005,June 30 2005,Hip-O Select,Jazz,0.62635,0.5396,6.95,-8.63965,0.039905,0.345005,0.089964285,0.11741,0.62737,119.72475
1310,Michael Jackson,The Ultimate Collection,Tom Breihan,8.0,2004,November 14 2004,Epic,Pop/R&B,0.62635,0.5396,6.95,-8.63965,0.039905,0.345005,0.089964285,0.11741,0.62737,119.72475
1311,Ssion,Fool's Gold,Eric Harvey,7.6,2007,March 12 2008,Self-released,Rock,0.603,0.398,5.0,-15.875,0.3229999999999999,0.795,0.000763,0.131,0.349,137.90200000000002
1312,Fool's Gold,Fool's Gold,Sean Fennessey,7.6,2009,September 28 2009,IAMSOUND,Pop/R&B,0.603,0.398,5.0,-15.875,0.3229999999999999,0.795,0.000763,0.131,0.349,137.90200000000002
1313,CANT,Dreams Come True,Hari Ashurst,6.1,2011,September 13 2011,Warp,Experimental,0.871,0.6759999999999999,1.0,-5.572,0.147,0.51,3.4e-06,0.0545,0.763,125.07
1314,Grandaddy,The Sophtware Slump,Ryan Schreiber,8.5,2000,June 6 2000,V2,Rock,0.404363636,0.447018182,3.545454545,-11.90327273,0.032572727,0.246697273,0.284311882,0.172954545,0.177927273,109.8527273
1315,Grandaddy,The Sophtware Slump,Mike Powell,8.5,2011,August 31 2011,V2,Rock,0.404363636,0.447018182,3.545454545,-11.90327273,0.032572727,0.246697273,0.284311882,0.172954545,0.177927273,109.8527273
1316,Wire,Wire on the Box 1979,Joe Tangari,8.1,2004,November 17 2004,Pinkflag,Rock,0.41775,0.8862,6.85,-4.29075,0.25952,0.49184,0.072768556,0.5077,0.3699365,118.88805
1317,Elysia Crampton,Elysia Crampton Presents: Demon City,Kevin Lozano,8.2,2016,July 18 2016,Break World,Experimental,0.433714286,0.6777142859999999,4.285714286,-8.512,0.0584,0.069019971,0.2108143,0.320971429,0.1792714289999999,108.8477143
1318,21 Savage,Without Warning,Sheldon Pearce,8.0,2017,November 3 2017,Slaughter Gang,Rap,0.8282,0.388,3.7,-7.8035,0.25239,0.263665,0.164966222,0.1641,0.21588,127.3616
1319,Nicolay,City Lights Volume 1.5,Sam Ubl,4.8,2005,October 4 2005,BBE,Pop/R&B,0.2625,0.0106275,3.75,-34.20275,0.03505,0.991,0.90625,0.104475,0.20425,109.05525
1320,Greneberg,Greneberg,Tom Breihan,7.4,2011,August 10 2011,Decon,Pop/R&B,0.435714286,0.8109999999999999,5.428571429,-7.263571429,0.300571429,0.203531429,1.81e-07,0.288,0.5429999999999999,97.65671429
1321,Konx-om-Pax,Regional Surrealism,Nick Neyland,6.0,2012,July 27 2012,Planet Mu,Electronic,0.3816428570000001,0.35445,7.357142857,-16.61421429,0.066607143,0.503812143,0.6961285709999999,0.150771429,0.24705,127.8823571
1322,The Lovely Sparrows,Bury the Cynics,Stephen M. Deusner,6.9,2008,October 2 2008,Abandoned Love,Rock,0.4735,0.4895,4.9,-8.9663,0.04384,0.41855,0.004202484,0.1474599999999999,0.2808,121.8831
1323,David Cross,"Shut Up, You Fucking Baby",William Bowers,6.5,2002,December 3 2002,Sub Pop,Electronic,0.635176471,0.521647059,5.705882353,-10.86741176,0.930294118,0.844470588,0.0,0.788705882,0.432470588,87.545
1324,Brian Eno,Wrong Way Up,Chris O’Leary,8.7,1990,October 15 2017,Opal,Experimental,0.6183,0.6012,6.3,-11.8771,0.03599,0.44682,0.1985408,0.16368,0.7853,127.7515
1325,TV on the Radio,Return to Cookie Mountain,Chris Dahlen,9.1,2006,July 5 2006,4AD,Rock,0.4128,0.690533333,6.4,-8.7478,0.055726667,0.1604188,0.101211197,0.216433333,0.328606667,135.2778
1326,Laibach,Volk,Marc Masters,4.8,2007,February 5 2007,Mute,Experimental,0.505571429,0.593142857,4.857142857,-11.18785714,0.106714286,0.405614286,0.104804071,0.202478571,0.32545,131.9725
1327,Exile,Pro Agonist,Jess Harvell,6.9,2005,July 27 2005,Planet µ,Folk/Country,0.461714286,0.729571429,6.142857143,-8.804285714,0.132685714,0.108475674,0.6531428570000001,0.242592857,0.344271429,160.9561429
1328,The Body,"Master, We Perish",Grayson Currin,8.1,2013,May 3 2013,At a Loss,Metal,0.249933333,0.734666667,6.0,-8.535666667000001,0.0955,0.144866667,0.7020000000000001,0.334666667,0.071633333,88.30166667
1329,Athlete,Tourist,Adam Moerder,3.6,2005,February 3 2005,Astralwerks,Rock,0.5306,0.550933333,3.933333333,-8.856133332999999,0.0333,0.311813333,0.000801765,0.326493333,0.383933333,116.98493329999998
1330,Baroness,Live at Maida Vale,Grayson Currin,7.0,2013,July 30 2013,Relapse,Metal,0.2285,0.83075,6.25,-7.36525,0.06605,0.0710285,0.758,0.138175,0.096975,135.73075
1331,Samara Lubelski,Parallel Suns,Marc Masters,7.5,2007,January 24 2008,Social Registry,Experimental,0.4876666670000001,0.358111111,4.0,-11.36844444,0.031344444,0.6385222220000001,0.299979689,0.100444444,0.433311111,112.0288889
1332,TTC,Batards Sensibles,Peter Macia,8.0,2005,May 26 2005,Big Dada,Rap,0.675416667,0.779166667,5.416666667,-6.5941666670000005,0.185883333,0.067261,0.07097015,0.164691667,0.680416667,142.73075
1333,Helado Negro,Double Youth,Sasha Geffen,7.5,2014,September 3 2014,Asthmatic Kitty,Electronic,0.7001,0.6522,4.7,-9.1942,0.05316,0.2248,0.56667,0.16226,0.50269,105.693
1334,A Camp,Colonia,Stuart Berman,6.7,2009,April 29 2009,Nettwerk,Rock,0.469333333,0.45205,5.666666667,-8.225166667,0.031625,0.404049167,0.072939984,0.174975,0.205883333,116.96016670000002
1335,Rain Machine,Rain Machine,Joshua Love,6.3,2009,September 21 2009,Anti-,Rock,0.098907143,0.325936607,1.857142857,-32.14821429,0.056221429,0.126539271,0.683358079,0.426928571,0.016822857,57.76764286
1336,Juana Molina,Tres Cosas,Mark Pytlik,7.2,2004,July 22 2004,Domino,Folk/Country,0.455615385,0.214607692,7.384615385,-16.97330769,0.035938462,0.898615385,0.297256308,0.111046154,0.210453846,114.4343846
1337,Les Sins,Michael,Jamieson Cox,6.6,2014,November 12 2014,Company,Electronic,0.498692308,0.448307692,4.615384615,-8.895307692000001,0.042361538,0.588769231,0.002555427,0.179084615,0.396961538,120.2331538
1338,Suede,Coming Up [Deluxe Edition],Joe Tangari,7.9,2011,June 24 2011,Demon,Rock,0.4308,0.573666667,5.733333332999999,-9.8738,0.040213333,0.317426667,0.002096233,0.347806667,0.4884,131.1149333
1339,Ocean,Pantheon of the Lesser,Grayson Currin,8.4,2008,February 9 2009,Important,Rock,0.291076923,0.344230769,6.846153846,-12.13530769,0.052992308,0.7402307690000001,0.235791538,0.150123077,0.111253846,116.2658462
1340,Maxwell,blackSUMMERS’night,Rebecca Haithcoat,8.4,2016,July 12 2016,Columbia,Pop/R&B,0.5446833329999999,0.610583333,3.916666667,-8.291833333,0.059933333,0.176483333,0.133873292,0.173333333,0.379233333,123.31625
1341,Snail Mail,Lush,Ryan Dombal,8.7,2018,June 8 2018,Matador,Rock,0.4286,0.5185,3.0,-7.3776,0.03051,0.28291787,0.14632465,0.10109,0.26343,118.9036
1342,James Ferraro,Skid Row,Miles Raymer,6.6,2015,November 16 2015,Break World,Electronic,0.436909091,0.811454545,4.818181818,-10.77190909,0.049427273,0.005905455,0.005089256,0.2493,0.551454545,144.1932727
1343,Maritime,Human Hearts,Matt LeMay,7.2,2011,April 7 2011,Dangerbird,Rock,0.4817,0.7725,5.7,-6.9078,0.03977,0.0220327,0.085339719,0.15073,0.5998,128.6649
1344,WHY?,Sanddollars EP,Cameron Macdonald,6.6,2005,May 23 2005,Anticon,Rap,0.4715,0.698375,4.75,-7.34325,0.0604375,0.336,0.004202507,0.333625,0.272175,133.357875
1345,The Night Marchers,See You in Magic,Stuart Berman,6.4,2008,July 24 2008,Swami,Rock,0.518307692,0.911230769,8.0,-3.884384615,0.046646154,0.058248308,0.1253057769999999,0.1897,0.597846154,143.1739231
1346,Maximum Balloon,Maximum Balloon,Rebecca Raber,7.9,2010,August 9 2010,DGC,Electronic,0.6539,0.8148,5.6,-5.0298,0.04223,0.01458441,0.16195826,0.16864,0.6319,120.786
1347,Numbers,Death,William Bowers,6.9,2003,May 22 2003,Tigerbeat6,Rock,0.605083333,0.56075,8.75,-9.24075,0.1581666669999999,0.308099167,0.117609833,0.208216667,0.493583333,98.6285
1348,The Internet,Ego Death,Craig Jenkins,7.4,2015,July 9 2015,Odd Future,Pop/R&B,0.605083333,0.56075,8.75,-9.24075,0.1581666669999999,0.308099167,0.117609833,0.208216667,0.493583333,98.6285
1349,Guided by Voices,"Live From Austin, TX",Matt LeMay,4.5,2007,June 1 2007,New West,Rock,0.5105333329999999,0.5689333329999999,6.666666667,-6.620333333,0.073826667,0.594066667,0.021072819,0.8898,0.5186666670000001,124.37493329999998
1350,David Byrne,Live From Austin TX,Eric Harvey,7.5,2007,October 16 2007,New West,Rock,0.5105333329999999,0.5689333329999999,6.666666667,-6.620333333,0.073826667,0.594066667,0.021072819,0.8898,0.5186666670000001,124.37493329999998
1351,Neko Case,"Live from Austin, TX: Austin City Limits",Rob Mitchum,5.5,2007,January 8 2007,New West,Folk/Country,0.5105333329999999,0.5689333329999999,6.666666667,-6.620333333,0.073826667,0.594066667,0.021072819,0.8898,0.5186666670000001,124.37493329999998
1352,Drive-By Truckers,"Live From Austin, TX",Stephen M. Deusner,7.0,2009,July 16 2009,New West,Rock,0.5105333329999999,0.5689333329999999,6.666666667,-6.620333333,0.073826667,0.594066667,0.021072819,0.8898,0.5186666670000001,124.37493329999998
1353,Richard Thompson,Live From Austin TX,Stephen M. Deusner,7.6,2005,June 8 2005,New West,Folk/Country,0.5105333329999999,0.5689333329999999,6.666666667,-6.620333333,0.073826667,0.594066667,0.021072819,0.8898,0.5186666670000001,124.37493329999998
1354,The Flaming Lips,Heady Nuggs: 20 Years After Clouds Taste Metallic,Stuart Berman,9.1,1995,November 24 2015,Warner Bros.,Rock,0.36835,0.6158,6.65,-10.0438,0.056295,0.203132069,0.200877556,0.243855,0.418185,121.7803
1355,Trans Am,The Red Line,Mark Richardson,8.7,2000,September 5 2000,Thrill Jockey,Metal,0.141945455,0.1116,4.818181818,-22.75772727,0.038981818,0.823454545,0.808579273,0.213109091,0.072654545,82.94981818
1356,Kath Bloom,Thin Thin Line,Stephen M. Deusner,8.0,2010,February 10 2010,Caldo Verde,Folk/Country,0.141945455,0.1116,4.818181818,-22.75772727,0.038981818,0.823454545,0.808579273,0.213109091,0.072654545,82.94981818
1357,Broken Social Scene,Forgiveness Rock Record,Ryan Dombal,8.3,2010,May 3 2010,Arts & Crafts,Rock,0.529642857,0.623928571,4.928571429,-9.573857143,0.04495,0.092534857,0.265904468,0.28925,0.415428571,118.6435714
1358,Amon Amarth,Deceiver of the Gods,Grayson Currin,5.6,2013,July 19 2013,Metal Blade,Folk/Country,0.3446,0.9684,5.8,-4.9902,0.08079,8.06e-05,0.4523,0.14287,0.29737,158.122
1359,Coldplay,Parachutes,Spencer Owen,5.3,2000,November 7 2000,Nettwerk,Rock,0.4525,0.49165,5.1,-9.1196,0.03512,0.310419,0.006741727,0.12834,0.22721,136.6114
1360,DeVotchKa,A Mad & Faithful Telling,William Bowers,7.7,2008,March 19 2008,Anti-,Rock,0.4427,0.5441,6.7,-8.4851,0.04233,0.33087,0.095745582,0.20183,0.5771,130.504
1361,Lambchop,Is a Woman EP,William Bowers,7.2,2002,October 22 2002,City Slang,Rock,0.465,0.75575,5.5,-6.836,0.03615,0.064177583,0.1618185,0.20635,0.7105,120.92375
1362,De La Soul,Smell the D.A.I.S.Y.,Nate Patrin,7.5,2014,April 4 2014,Self-released,Rap,0.350555556,0.830777778,7.1111111110000005,-10.81277778,0.043822222,0.026987651,0.344853722,0.160722222,0.516,140.1421111
1363,Ken Stringfellow,Soft Commands,Joe Tangari,7.7,2004,August 25 2004,Yep Roc,Pop/R&B,0.445833333,0.526,6.333333333,-8.593333333,0.034675,0.4951066670000001,0.1005957,0.158783333,0.363416667,113.1906667
1364,Memphis Bleek,534,Tom Breihan,4.3,2005,June 5 2005,Roc-A-Fella,Rap,0.643214286,0.789857143,6.071428571,-4.572857143,0.333464286,0.144337143,0.0,0.2219,0.6829285709999999,120.33492859999998
